# Menlo Systems GmbH ScanControl
# Program Version 1.7.0+git.a90605a3
# Start: -710.00000000 ps, Average over 5000 waveforms. Timestamp: 2023-11-21T14:56:41
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-691.01620061	0.05731386
-690.98286727	0.05902265
-690.94953394	0.06021506
-690.91620061	0.06087130
-690.88286728	0.06076169
-690.84953394	0.05993035
-690.81620061	0.05826398
-690.78286728	0.05565997
-690.74953394	0.05207841
-690.71620061	0.04742532
-690.68286728	0.04168813
-690.64953394	0.03474303
-690.61620061	0.02665117
-690.58286728	0.01727714
-690.54953394	0.00673727
-690.51620061	-0.00513842
-690.48286728	-0.01832615
-690.44953395	-0.03264127
-690.41620061	-0.04815178
-690.38286728	-0.06469038
-690.34953395	-0.08223361
-690.31620061	-0.10053542
-690.28286728	-0.11953268
-690.24953395	-0.13899510
-690.21620061	-0.15863780
-690.18286728	-0.17826988
-690.14953395	-0.19740083
-690.11620061	-0.21577941
-690.08286728	-0.23312610
-690.04953395	-0.24886593
-690.01620062	-0.26269531
-689.98286728	-0.27421941
-689.94953395	-0.28281934
-689.91620062	-0.28815288
-689.88286728	-0.28983973
-689.84953395	-0.28737681
-689.81620062	-0.28050662
-689.78286728	-0.26885431
-689.74953395	-0.25225425
-689.71620062	-0.23061911
-689.68286729	-0.20370331
-689.64953395	-0.17172639
-689.61620062	-0.13467074
-689.58286729	-0.09297671
-689.54953395	-0.04703264
-689.51620062	0.00273902
-689.48286729	0.05559645
-689.44953395	0.11083767
-689.41620062	0.16755059
-689.38286729	0.22477979
-689.34953395	0.28158170
-689.31620062	0.33666845
-689.28286729	0.38906449
-689.24953396	0.43749010
-689.21620062	0.48091083
-689.18286729	0.51806628
-689.14953396	0.54802417
-689.11620062	0.56969642
-689.08286729	0.58233529
-689.04953396	0.58517578
-689.01620062	0.57779656
-688.98286729	0.55974042
-688.94953396	0.53098430
-688.91620062	0.49154743
-688.88286729	0.44181413
-688.84953396	0.38237715
-688.81620063	0.31396364
-688.78286729	0.23756835
-688.74953396	0.15459234
-688.71620063	0.06638763
-688.68286729	-0.02555678
-688.64953396	-0.11914447
-688.61620063	-0.21264220
-688.58286729	-0.30402221
-688.54953396	-0.39113598
-688.51620063	-0.47182388
-688.48286729	-0.54413753
-688.44953396	-0.60603733
-688.41620063	-0.65571099
-688.38286730	-0.69174342
-688.34953396	-0.71277898
-688.31620063	-0.71800417
-688.28286730	-0.70686935
-688.24953396	-0.67947602
-688.21620063	-0.63610163
-688.18286730	-0.57782166
-688.14953396	-0.50584302
-688.11620063	-0.42193221
-688.08286730	-0.32821491
-688.04953396	-0.22719089
-688.01620063	-0.12143779
-687.98286730	-0.01380901
-687.94953397	0.09285025
-687.91620063	0.19572360
-687.88286730	0.29186133
-687.84953397	0.37867178
-687.81620063	0.45391633
-687.78286730	0.51533600
-687.74953397	0.56133713
-687.71620063	0.59072045
-687.68286730	0.60270068
-687.64953397	0.59701014
-687.61620064	0.57404591
-687.58286730	0.53442178
-687.54953397	0.47939023
-687.51620064	0.41091397
-687.48286730	0.33099636
-687.44953397	0.24213832
-687.41620064	0.14716589
-687.38286730	0.04898860
-687.34953397	-0.04924348
-687.31620064	-0.14443934
-687.28286730	-0.23348092
-687.24953397	-0.31337500
-687.21620064	-0.38157464
-687.18286731	-0.43580622
-687.14953397	-0.47432894
-687.11620064	-0.49580611
-687.08286731	-0.49969138
-687.04953397	-0.48610477
-687.01620064	-0.45562785
